SOCIETA;NUMERO_INTERNO;TARGA;NAZIONE_IMMATRICOLAZIONE;GESTITO;DESCRIZIONE;TIPO_VEICOLO;CASA_COSTRUTTRICE;TIPO_SERVIZIO;TIPO_SPECIFICA;SEDE_GESTIONE;AUTISTA_SEDE;AUTISTA_CODICE;SECONDO_AUTISTA_SEDE;SECONDO_AUTISTA_CODICE;NUMERO_INTERNO_ABBINATO;FORNITORE_CLIFOR;FORNITORE;DATA_ACQUISTO;DATA_IMMATRICOLAZIONE;OPERATORE;DISPONENTE;MOTORE_TIPO;MOTORE_NUMERO;KW;TELAIO_NUMERO;NUMERO_PIC;PORTATA;TARA;PESO_RIMORCHIABILE;PASSO;LUNGHEZZA_ESTERNA;LUNGHEZZA_INTERNA;LARGHEZZA_ESTERNA;LARGHEZZA_INTERNA;ALTEZZA_ESTERNA;ALTEZZA_INTERNA_ANTERIORE;ALTEZZA_INTERNA_POSTERIORE;CUBAGGIO;LIMITATORE_VELOCITA;RETARDER;RETARDER_TIPO;RALLA_TIPO;RALLA_DESCRIZIONE;RALLA_ALTEZZA;RALLA_ALTEZZA_MINIMA;RALLA_ALTEZZA_MASSIMA;ALLESTIMENTO;PIANALE;PORTA_POSTERIORE;ALZA_ABBASSA;SERBATOIO_1_LITRI;SERBATOIO_1_CENTIMETRI;SERBATOIO_2_LITRI;SERBATOIO_2_CENTIMETRI;SERBATOIO_LT_PER_CM;KM_PER_LITRO_MINIMO;KM_PER_LITRO_MASSIMO;GO_BOX;GO_BOX_DATA_MONTAGGIO;GO_BOX_NUMERO;GO_BOX_NOTE;SUPERTECH;SUPERTECH_DATA_MONTAGGIO;SUPERTECH_NOTE;NUMERO_CELLULARE;NUMERO_SATELLITARE;NUMERO_TRANSPONDER;PROTOCOLLO_MESSAGGI_SATELLITARE;TIPO_DISCHI;COLORE;PUBBLICITA;CHIUSURA_TIPO;CHIUSURA_MONTAGGIO;PRESA_A_TERRA;PRESA_A_TERRA_TIPO;DOPPIO_TETTO;ADR;KIT_AUSTRIA;REVISIONE_STATO;REVISIONE_DATA_PRENOTAZIONE;REVISIONE_DATA_REVISIONE;REVISIONE_NOTE;PIANO_MANUTENZIONE;CORREZIONE_KM;ECOPUNTI;ALIENATO;ALIENATO_DATA;ALIENATO_MOTIVO;ALIENATO_DESTINAZIONE;ALIENATO_VALUTA;ALIENATO_IMPORTO;RICAVO_GRUPPO;RICAVO_CONTO;RICAVO_SOTTOCONTO;LICENZA_CONTO_TERZI;LICENZA_INTRACOMUNITARIA;CISTERNA_SCOMPARTI_NUMERO;CISTERNA_SCARICO_ATTREZZATURA;CISTERNA_SCARICO_DISPOSITIVI;CISTERNA_SCARICO_REGIME;CISTERNA_VALVOLA;CISTERNA_RISCALDAMENTO;CISTERNA_SERPENTINE;CISTERNA_VASCHETTE;COSTO_KM;KM_ANNUI;NOME_FILE_FOTO;NOTE;INSERT_UTENTE;INSERT_DATA_ORA;UPDATE_UTENTE;UPDATE_DATA_ORA;SOCIETA_OFFICINA;TIPO_SATELLITARE;ID;RIFIUTI;UTILIZZO_GPRS;TIPO_SMS;VERSIONE_SOFTWARE_BORDO;VERSIONE_SOFTWARE_BORDO_DATA_ORA;VERSIONE_SOFTWARE_BORDO_DATA_ORA_RILEVAZIONE;CISTERNA_ADR_CODICE_CISTERNA;GO_BOX_NUMERO_PAN;WEB_TRACKING;PLANNING_ORDINE;SERBATOIO_MOTORE_AUSILIARIO_PRESENZA;SERBATOIO_MOTORE_AUSILIARIO_LITRI;CLASSE_EMISSIONE;DATA_PRIMA_IMMATRICOLAZIONE;CODICE_ESTERNO;DA_SINCRONIZZARE_IN_MOVO;MOVO_APPARATO;SINCRONIZZAZIONE_IN_MOVO_AVVENUTA;CINGHIE_FISSE;KM_PER_LITRO_MINIMO_UREA;KM_PER_LITRO_MASSIMO_UREA;RILEVAZIONE_DATE_ORE_EFFETTIVE_DISPOSIZIONE;CODICE_ILU_OLD;ALTEZZA_INTERNA_LATERALE_ANTERIORE;ALTEZZA_INTERNA_LATERALE_POSTERIORE;CDC;INVIO_VIAGGI_BORDO;PRESENZA_GANCI_NAVE;GESTIONE_HUPAC;PROFILO_SAGOMA_LIMITE;COMPATIBILITA_CON_CARRO;ALTEZZA_SELLETTA;OMOLOGAZIONE_VELOCITA;CODICE_ILU;CAPACITA_DI_CARICO;TIPO_CARBURANTE;VALORE_ACQUISTO;TIPO_ALIMENTAZIONE;IDENTIFICATIVO_ESTERNO;MODELLO;POSIZIONE_INIZIALE_DATA_ORA;POSIZIONE_INIZIALE_INDIRIZZO;POSIZIONE_INIZIALE_CAP;POSIZIONE_INIZIALE_LOCALITA;POSIZIONE_INIZIALE_SITO;POSIZIONE_INIZIALE_PROVINCIA;POSIZIONE_INIZIALE_NAZIONE;POSIZIONE_INIZIALE_ZONA;POSIZIONE_INIZIALE_LATITUDINE;POSIZIONE_INIZIALE_LONGITUDINE;TACHIMETRO_TACHIGRAFO;CONTAORE_1;CONTAORE_2;CONTAORE_3;PIANO_MANUTENZIONE_NEW;CISTERNA_TIPO_MATERIALE_DI_COSTRUZIONE;FOTO
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-04-12 17:56:45.000;STEFANO;2023-02-15 18:16:27.000;11;N;1126;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-04-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;0x
11;XA361GJ;XA361GJ;I;S;N 231 CISTERNA 4 SCOMP+ LAVAG+ ARIA;CS;SE;CS;C4A;02;NULL;NULL;NULL;NULL;NULL;F;560;2017-04-12 00:00:00.000;2017-04-12 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1009;NR 8449;38000;6150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;CY;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;479;NULL;ALLUMINIO LUCIDO PIA;GRIGIO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2023-02-28 00:00:00.000;MTS - POMERIGGIO MALINCONICO;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;CIST NR 7973;LAVAGGIO CIP + CICLO DELL'ARIA CON APERTURA DAL BASSO;PIOMBATURA AUTOMATICA DAL BASSO + TERMOMETRI;VALVOLE DI FONDO A FARFALLA CON COMANDO A DESTRA;N;N;S;0,00;NULL;NULL;NULL;STEFANO;2017-04-12 18:11:29.000;STEFANO;2023-02-28 18:49:20.000;11;N;1130;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-04-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA362GJ;XA362GJ;I;S;N 274  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-04-12 00:00:00.000;2017-04-12 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1010;8448;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;477;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2023-02-15 00:00:00.000;MTS POMERIGGIO (BERGAMASCHI);NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-04-12 17:58:57.000;STEFANO;2023-02-15 18:15:50.000;11;N;1129;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-04-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;0x
11;XA363GJ;XA363GJ;I;S;N 275  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-04-12 00:00:00.000;2017-04-12 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1012;8447;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;605;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2023-02-18 00:00:00.000;MTS MATTINA. ING BERGAMASCHI;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati
;STEFANO;2017-04-12 18:01:23.000;STEFANO;2023-02-18 22:35:01.000;11;N;1128;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-04-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA366KM;XA366KM;I;S;N 306  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2018-11-16 00:00:00.000;2018-11-16 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338JLSG1043;9369;38000;6750;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-11-12 00:00:00.000;MTS MATTINO ING MERCURI;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE+POMPA DRUM;VALVOLA DI FONDO DOPPIA -  PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;NULL;STEFANO;2018-11-19 09:47:23.000;STEFANO;2022-11-12 11:23:37.000;11;N;1424;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2018-11-16 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA379DC;XA379DC;I;S;N 215  CISTERNA ATTREZZATA CON POMPA;CS;ME;CA;RPS;02;NULL;NULL;NULL;NULL;NULL;F;713;2015-05-11 00:00:00.000;2015-05-11 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZHZSA1050F0012403;NULL;36800;7720;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CD;CISTERNA NR 7116;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;162;NULL;ALLUMINIO;INOX;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-05-28 00:00:00.000;MTS mattina Stefania Zurlo;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;CISTERNA CON POMPA+FILTRO STERILE+RISCALDAMENTO;PRESSIONE TUTTI GLI SCOMPARTI +  POMPA + PIOMBATURA DAL BASSO;ATP+STERILE+ VALVOLE DI FONDO DAL BASSO E TUBAZIONE ARIA CON APERTURA DAL BASSO;VALVOLA A FARFALLA SU TUBI DI SCARICO+2-3 SCOMPARTO DI FONDO;S;S;S;0,00;NULL;NULL;NULL;STEFANO;2015-05-11 23:33:35.000;STEFANO;2022-05-28 13:06:42.000;11;N;993;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2015-05-11 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA396GJ;XA396GJ;I;S;N 232 CISTERNA 4 SCOMP+ LAVAG+ ARIA;CS;SE;CS;C4A;02;NULL;NULL;NULL;NULL;NULL;F;560;2017-05-11 00:00:00.000;2017-05-11 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1022;NR 8466;38000;6150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;CY;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;531;NULL;ALLUMINIO LUCIDO PIA;GRIGIO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-05-02 00:00:00.000;MTS POMERIGGIO BERGAMASCHI;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;CIST NR 8466;LAVAGGIO CIP + CICLO DELL'ARIA CON APERTURA DAL BASSO;PIOMBATURA AUTOMATICA DAL BASSO + TERMOMETRI;VALVOLE DI FONDO A FARFALLA CON COMANDO A DESTRA;N;N;S;0,00;NULL;NULL;NULL;STEFANO;2017-05-11 15:55:56.000;SVC-MOVO;2022-05-04 09:10:34.000;11;N;1156;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-11 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA397GJ;XA397GJ;I;S;N 276  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-05-11 00:00:00.000;2017-05-11 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1020;8461;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;518;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-06-18 00:00:00.000;MTS MATTINA - ING D'AMICO GIORGIA;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-05-11 15:51:28.000;STEFANO;2022-06-18 15:35:06.000;11;N;1155;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-11 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA398GJ;XA398GJ;I;S;N 233 CISTERNA 4 SCOMP+ LAVAG+ ARIA;CS;SE;CS;C4A;02;NULL;NULL;NULL;NULL;NULL;F;560;2017-05-11 00:00:00.000;2017-05-11 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1023;NR 8467;38000;6150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;CY;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;434;NULL;ALLUMINIO LUCIDO PIA;GRIGIO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-05-13 00:00:00.000;MTS POMERIGGIO - MALINCONICO;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;CIST NR 8467;LAVAGGIO CIP + CICLO DELL'ARIA CON APERTURA DAL BASSO;PIOMBATURA AUTOMATICA DAL BASSO + TERMOMETRI;VALVOLE DI FONDO A FARFALLA CON COMANDO A DESTRA;N;N;S;0,00;NULL;NULL;NULL;STEFANO;2017-05-11 15:59:48.000;STEFANO;2022-05-13 18:06:55.000;11;N;1157;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-11 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA403GJ;XA403GJ;I;S;N 277  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-05-18 00:00:00.000;2017-05-18 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1028;8489;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;533;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-05-20 00:00:00.000;MTS POMERIGGIO ING ROMANA;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-05-19 11:02:34.000;STEFANO;2022-05-20 11:55:54.000;11;N;1171;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-18 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA404GJ;XA404GJ;I;S;N 278  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-05-18 00:00:00.000;2017-05-18 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1027;8478;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;488;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-06-18 00:00:00.000;MTS MATTINA - ING D'AMICO GIORGIA;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-05-19 11:04:27.000;STEFANO;2022-06-18 16:05:40.000;11;N;1172;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-18 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;XA405GJ;XA405GJ;I;S;N 279  CISTERNA PRESSIONABILE 2 SCOMPART;CS;SE;CA;RP;02;NULL;NULL;NULL;NULL;NULL;F;3184;2017-05-18 00:00:00.000;2017-05-18 00:00:00.000;NULL;NULL;NULL;NULL;NULL;W09105338HLSG1026;8477;38000;6650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CE;NULL;N;S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;482;NULL;ALLUMINIO PIATTI;GRIGIO 7031;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2022-05-31 00:00:00.000;MTS POMERIGGIO ING. DEBORAH LA FRANCA;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CISTERNA PRESSIONABILE+FILTRO STERILE+RISCALDAMENTO;PRESSIONE+FILTRO STERILE+RISCALDAMENTO;ATP+STERILE;VALVOLA DI FONDO DOPPIA PIOMBATURA DAL BASSO E AGLI SCARICHI;S;S;S;0,00;NULL;NULL;Cisterna autoportante VANHOOL telaio INOX con impianto di lavaggio asportabile (6 steli), filtro sterile DONALSON 500mm pressionabile su tutte le camere (2,5 Bar), 
Piombatura automatica pneumatica (azionata dal coperchio cassettone)
Possibilità di scarico dal basso con apertura della rampa dell'aria pneumatica
Valvole di fondo FORT VALE tipo CLEAN FLOW pneumatiche
Coperchi superiori FORT VALE
Webasto con flange scarichi riscaldati;STEFANO;2017-05-19 15:40:07.000;STEFANO;2022-05-31 18:48:03.000;11;N;1175;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2017-05-18 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;S;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
